	sentence	word_labels
1250	"Almanya'daki şirketinde 200 ve Türkiye'deki teşkilatında da 7 bin kişiyi çalıştıran Vural Öger'in , başarılı bir işadamı olmanın yanı sıra "" Almanya Türk Toplumu "" ve "" Alman Türk Vakfı "" gibi önemli kuruluşların yaşamasına da çok büyük katkıda bulunduğu açıklandı"	I-LOC O O O I-LOC O O O O O O I-PER I-PER O O O O O O O O I-ORG I-ORG I-ORG O O O I-ORG I-ORG I-ORG O O O O O O O O O O O
1251	Böylece hem Almanya'da Türklerle Almanların birbirine kaynaşması , hem de Türkiye Almanya ilişkilerini daha da geliştirmesi için büyük çaba sarfettiği açıklandı	O O I-LOC O O O O O O O I-LOC I-LOC O O O O O O O O O
1252	AB'nin hatası	I-ORG O
1253	Türkiye'de başta Başbakan Yılmaz başta olmak üzere , bir çok politikacı ve ordunun ileri gelen isimleriyle iyi temasları olduğu , hatta Küba'ya turist göndermesi nedeniyle Devlet Başkanı Fidel Kostro'nun da taktir ettiği bir Alman işadamı olduğu dile getirildi	I-LOC O O I-PER O O O O O O O O O O O O O O O O O I-LOC O O O O O I-PER I-PER O O O O O O O O O
1254	"Vural Öger'in , Almanya'daki Türk vatandaşlarının toplumdan dışlanmaması için sık sık uyarıda bulunduğuna işaret eden Stern , Vural'ın Türkiye'nin AB'ye aday ülkeler arasına alınmayışını "" Avrupa'nın büyük hatası "" olarak tanımladığını kaydetti"	I-PER I-PER O I-LOC O O O O O O O O O O O I-ORG O I-PER I-LOC I-ORG O O O O O I-LOC O O O O O O
1255	Batmadı , gelişti	O O O
1256	Bu olaydan sonra şirketin batmadığı , aksine geliştiğini ifade edildi	O O O O O O O O O O
1257	"Vural Öger'in de bu konuda "" Biraz acaib bir şey ama , bu acı olay bizi meşhur etti ve şimdi iyi şeyler yaptığımız zaman , bu daha çok göze çarpıyor "" şeklindeki sözlerine yer verildi"	I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1258	DÜNYA Enerji Kongresi bugün başlıyor	O O O O O
1259	Açılışını ABD Başkanı Bill Clinton'un yapacağı Kongre'deki toplantılara , dünyanın birçok ülkesinden en üst düzey devlet adamlarıyla , enerji sektörünün önde gelen devlet ve özel sektör kuruluşlarının katılacak	O I-LOC O I-PER I-PER O O O O O O O O O O O O O O O O O O O O O O O
1260	13-18 Eylül tarihlerinde arasında Houston'da yapılacak , 17. Dünya Enerji Kongresi'ni MİLLİYET yerinde takip edecek	O O O O I-LOC O O O O O O I-ORG O O O
1261	Ekonomi Yönetmeni Şeref Oğuz'un haber ve izlenimleriyle Kongre'deki olaylar hergün Milliyet okurlarına en ince ayrıntısına kadar ulaştırılacak	O O I-PER I-PER O O O O O O I-ORG O O O O O O
1262	Bu arada Enerji Bakanı Cumhur Ersümer'de kongreye katılmak üzere , ABD'ye giderken yaptığı açıklamada Enerji Kongresi'nin 3 yılda bir yapıldığını , amacının da her kesimin yararlanması için enerjinin sürdürülebilir arz ve kullanımı teşvik etmek olduğunu söyledi	O O O O I-PER I-PER O O O O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O
1263	Ersümer , Türkiye Cumhuriyeti'nin 75. yöldünümüne rastlayan yüzyılın son Enerji Kongresi ve Sergisi'nde , enerji sektöründe yatırım ve teknoloji potansiyelinin tanıtılması , bu sektörde uluslararası işbirliğinin kaçınılmazlığının ve ülkenin bölgede'' enerji köprüsü'' konumunda olduğunun vurgulanması açısından , Türkiye'nin etkin bir şekilde temsil edilmesine büyük önem verildiğini anlattı	I-PER O I-LOC I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O I-LOC O O O O O O O O O
1264	Kongrede bir konuşma da yapacağını belirten Ersümer , ayrıca , ABD Enerji Bakanı , Clinton'un Hazar Bölgesi petrol ve gaz boru hatlarının koordinasyonundan sorumlu olarak atadığı Büyükelçi Morningstar ve bazı devlet adamlarıyla görüşmelerde bulunacağnı anlattı	O O O O O O I-PER O O O I-LOC O O O I-PER I-LOC O O O O O O O O O O O I-PER O O O O O O O
1265	Enerji ve Tabii Kaynaklar Bakanı Ersümer , ABD'de bulunduğu süre içinde , bu ülkenin finans kuruluşlarına , Bakü - Ceyhan ana ihraç boru hattı fizibilite çalışmalarını anlatacağını , konuyla ilgili hükümet yetkilileri , kongre üyeleri ve özel sektör temsilcileriyle de temaslarda bulunacağını sözlerine ekledi	O O O O O I-PER O I-LOC O O O O O O O O O I-LOC O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O
1266	Tıp ve petrol merkezi	O O O O
1267	ABD'nin Teksas Eyaleti'nde , dünyaca ünlü sağlık kuruluşlarının ve petrol şirketlerinin merkezi olan Houston kentinde yapılacak kongrede , 95 üye ülkeden 8 bine yakın katılımcının biraraya gelmesi bekleniyor	I-LOC I-LOC O O O O O O O O O O O I-LOC O O O O O O O O O O O O O O
1268	Dünya Güç Konferansı'' adıyla kurulduğu 1923 yılından bu yana hükümetler dışı bir uluslararası örgüt olarak , üye ülkelerdeki'' Milli Komiteler'' in biraraya gelmesinden oluşan Dünya Enerji Konseyi'nin düzenlediği konferanslar , dünyanın her köşesinden siyasetçi , uzman ve sektör temsilcilerinin , enerji sektörünün sorunları , olanakları ve geleceği konusunda görüş alışverişinde bulundukları , tavsiye kararları aldıkları en önemli uluslararası zemini oluşturuyor	O O O O O O O O O O O O O O O O O O O O O O O O I-ORG I-ORG I-ORG O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1269	Bu yıl Houston'da düzenlenen ,'' Enerji ve Teknoloji : Gelecek Bin Yıla Girerken Sürdürebilir Küresel Kalkınma'' konulu 17. Kongre , dünyanın enerji sektöründe mevcut durum ve gelecek yüzyıl içinde , varolan geleneksel kaynakların sınırlarının zorlanması karşısında , dünya çapında ekonomik kalkınmayı sürdürebilmek için sektörün ve enerji teknolojilerinin izleyeceği stratejiler üzerinde yoğunlaşıyor	O O I-LOC O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1270	Erzurumspor karşısında fırtına gibi esti farklı skorla zirvedeki yoluna devam etti	I-ORG O O O O O O O O O O
1271	B. Hakan iki gol birden attı , Fatih arayı açtı	I-PER I-PER O O O O O I-PER O O
1272	Ümit ve K. Hakan farkın gollerini attı	I-PER O I-PER I-PER O O O
1273	Sarı - Kırmızılı takım , Erzurumspor'u nefis gollerle yıktı , farklı skorla galibiyete ulaştı	O O O O O I-ORG O O O O O O O O
1274	Son dakikalarda Galatasaray'ın atakları sıklaştı , B. Hakan attığı golle ağları sarstı	O O I-ORG O O O I-PER I-PER O O O O
1275	Son golü son dakika içinde K. Hakan attı , böylece Sarı - Kırmızılı takım zirve yarışında yoluna emin adımlarla devam etti	O O O O O I-PER I-PER O O O O O O O O O O O O O O
1276	Terim umut verdi	I-PER O O
1277	"G. Saray Teknik Direktörü , mükemmel oynadıklarını belirtti ,' Bu futbolla Juventus'u de yeneriz "" dedi"	I-ORG I-ORG O O O O O O O O O I-ORG O O O O
1278	Fatih Terim ,' İlk yarıda zorlandık .	I-PER I-PER O O O O O
1279	Çünkü rakibimiz iyi kapandı .	O O O O O
1280	"Ancak ilk gol geldikten sonra devamını da rahatlıkla getirdik "" diye konuştu"	O O O O O O O O O O O O
1281	Hırsla oynadık .	O O O
1282	Aldığımız sonuç bizim gücümüzü gösterir .	O O O O O O
1283	"Şimdi sıra Juventus'ta "" diye konuştu"	O O I-ORG O O O
1284	Analiz	O
1285	G. Saray .	I-ORG I-ORG O
1286	TAFFAREL : İlk yarı Erzurum ataklarında tecrübesini konuşturdu	I-PER O O O O O O O
1287	İkinci yarı çok rahattı	O O O O
1288	ÜMİT : İlk yarı savunmayı düşündü	I-PER O O O O O
1289	İkinci yarı yeri değişince daha etkili oldu	O O O O O O O
1290	İyi futbolunu mükemmel bir golle süsledi	O O O O O O
1291	VEDAT : Haftalık olağan hatalarını yine yaptı	I-PER O O O O O O
1292	İlk yarı kanadı perişan oldu	O O O O O
1293	POPESCU : Görevini yaptı	I-PER O O O
1294	Hücumu düşünmedi	O O
1295	Ama ilk yarı zor dakikalar yaşadı	O O O O O O
1296	TUGAY : İlk 45 dakikda kötü oynadı	I-PER O O O O O O
1297	İkinci yarı daha derli topluydu	O O O O O
1298	ARİF : Hiç etkili olamadı	I-PER O O O O
1299	Giderek forma giymesi zora giriyor	O O O O O
1300	TOLUNAY : Çok heyecanlıydı	I-PER O O O
1301	Bu yüzden çok hata yaptı	O O O O O
1302	SUAT Kötü bir günündeydi	I-PER O O O
1303	İstediklerini hiç yapamadı	O O O
1304	B. Hakan : Çok şık bir gol attı	I-PER I-PER O O O O O O
1305	Rakip savunmayı çok yordu , çok koştu	O O O O O O O
1306	HASAN ŞAŞ : Yerli Hagi'yi yine vizyona koydu	I-PER I-PER O O I-PER O O O
1307	Mükemmel oynadı	O O
1308	Hakan'ın attığı golde mükemmel bir asistlik yaptı	I-PER O O O O O O
1309	K. Hakan : Sol kanadı iyi kullanamadı	I-PER I-PER O O O O O
1310	Ama son saniyelerde şık bir gol attı	O O O O O O O
1311	ERGÜN : İkinci yarıda takıma iyi takviye oldu	I-PER O O O O O O O
1312	Etkiliydi	O
1313	Çok çalıştı	O O
1314	FATİH : Çok klas bir gol attı	I-PER O O O O O O
1315	Uzun süren ayrılığın acısı çıkardı	O O O O O
1316	Özveriyle oynadı	O O
1317	UFUK : İkez oynadı	I-PER O O O
1318	Ama zaman kendini göstermesine yetmedi	O O O O O
1319	Erzurum	I-LOC
1320	ALTAY : Takım arkadaşlarına ayak uyduramadı	I-PER O O O O O
1321	Muzaffer ile birlikte üç puana neden oldu	I-PER O O O O O O
1322	KÜRŞAT : İlk yarı kanadını iyi kullandı	I-PER O O O O O O
1323	İkinci yarı tükendi	O O O
1324	BEGONOVİÇ : İlk 45 dakikada iyi direndi	I-PER O O O O O O
1325	İkinci yarı rakibin gücüne teslim oldu	O O O O O O
1326	ALPASLAN : Dağınık oynadı	I-PER O O O
1327	Savunma düzenini bozdu	O O O
1328	Rakipten korktu	O O
1329	MUZAFFER : İnanılmaz üç fırsat kaçırdı	I-PER O O O O O
1330	Takımını yaktı	O O
1331	ALTAY : Çok koştu	I-PER O O O
1332	İkinci yarıda yoruldu	O O O
1333	SONER : İlk yarı iyi top yaptı	I-PER O O O O O O
1334	İkinci yarı kayboldu	O O O
1335	ÖMER : Fizik gücünü iyi kullanamadı	I-PER O O O O O
1336	ZAFER : Çok akıllı bir oyuncu	I-PER O O O O O
1337	Ancak orta alanda çok yalnız kaldı	O O O O O O
1338	COŞKUN : Golcü bu kez hiç pozisyona giremedi	I-PER O O O O O O O
1339	Muzaffer'in pozisyonlarına çok iç çekti	I-PER O O O O
1340	ABDÜLKADİR : Taze kuvvet girdi	I-PER O O O O
1341	Ama iş işten geçmişti	O O O O
1342	ALİ RIZA : Geç girdi kendini gösteremedi	I-PER I-PER O O O O O
1343	ATAY : Zaman onun için yeterli değildi	I-PER O O O O O O
1344	İlkler sahada	O O
1345	Galatasaray'da sakatlıkları yüzünden uzun zamandır forma giyemeyen Tolunay ve Ümit bu sezon ilk kez lig maçında ilk onbirde yer aldı	I-ORG O O O O O O I-PER O I-PER O O O O O O O O O O
1346	Tolunay'ın dün oldukça heyecanlı olduğu gözlendi	I-PER O O O O O
1347	Ümit ise oynadığı futbolla beğeni kazandı	I-PER O O O O O
1348	Büyük dostluk	O O
1349	MAÇ öncesi büyük bir dostluk örneği yaşandı	O O O O O O O
1350	Her iki takım taraftarları birbirlerine destek verdi	O O O O O O O
1351	Sarı - Kırmızılı taraftarlar ise iki takım futbolcularını elele tribünlere çağırdı	O O O O O O O O O O O
1352	Futbolcuların tribünleri selamlaması büyük ilgi topladı	O O O O O O
1353	Juventus tribünde	I-ORG O
1354	Galatasaray'ın , Şampiyonlar Ligi'ndeki ilk rakibi İtalya'nın ünlü takımı Juventus'un teknik adamları dün Ali Sami Yen Stadı'ndaydı	I-ORG O I-ORG I-ORG O O I-LOC O O I-ORG O O O I-LOC I-LOC I-LOC I-LOC
1355	Galatasaray Teknik Direktörü Fatih Terim bugün Juventus'un maçını izlemek üzere İtalya'ya gidiyor	I-ORG O O I-PER I-PER O I-ORG O O O I-LOC O
1356	Peruggia maçını izleyecek Terim maçtan sonra İstanbul'a dönmeyecek ve doğrudan Torino'da kafileye katılacak	I-ORG O O I-PER O O I-LOC O O O I-LOC O O
1357	Canaydın'ın acı kaybı	I-PER O O
1358	Galatasaray'ın bundan önceki yönetiminde asbaşkanlık yapan Özhan Canaydın'ın babası vefat etti	I-ORG O O O O O I-PER I-PER O O O
1359	Canaydın'ın eski milli kayakçı olan babası Mehmet Canaydın'ın cenazesi yarın Bursa Organize Sanayi Bölgesi Camii'nde kaldırılacak	I-PER O O O O O I-PER I-PER O O I-LOC I-LOC I-LOC I-LOC I-LOC O
1360	HAKEMLER : Murat Ilgaz ( ) , Turgay Güdü ( ) , İrfan Çakır ( )	O O I-PER I-PER O O O I-PER I-PER O O O I-PER I-PER O O
1361	Galatasaray : Taffarel ( ) - Ümit ( ) , Popescu ( ) , Vedat ( ) - Suat ( ) ( Ufuk Dk. 84 ) , Tolunay ( ) ( Fatih Dk .	I-ORG O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O O O I-PER O O O I-PER O O
1362	46 ( ) , Hasan Şaş ( ) , Tugay ( ) , K. Hakan ( ) - B. Hakan ( ) , Arif ( ) ( Ergun Dk .	O O O O I-PER I-PER O O O I-PER O O O I-PER I-PER O O O I-PER I-PER O O O I-PER O O O I-PER O O
1363	46 ( )	O O O
1364	YEDEKLER : Mehmet , Bülent , Burak , Emre	O O I-PER O I-PER O I-PER O I-PER
1365	ERZURUMSPOR : Altay ( ) - Begonoviç ( ) , Alpaslan ( ) , Furkan ( ) ( Ali Rıza Dk .	I-ORG O I-PER O O O I-PER O O O I-PER O O O I-PER O O O I-PER I-PER O O
1366	84 ) - Kürşat ( ) , Ömer ( ) , Muzaffer ( ) ( Abdülkadir Dk .	O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O
1367	57 ( ) , Soner ( ) , Altay ( ) - Zafer ( ) ( Atay Dk .	O O O O I-PER O O O I-PER O O O I-PER O O O I-PER O O
1368	72 ( ) , Coşkun ( )	O O O O I-PER O O
1369	YEDEKLER : Prunea , Hüseyin , Erkan , Ali	O O I-PER O I-PER O I-PER O I-PER
1370	SARI KARTLAR : Tolunay ( G. Saray ) , Atay , Soner , Alpaslan ( Erzurumspor )	O O O I-PER O I-ORG I-ORG O O I-PER O I-PER O I-PER O I-ORG O
1371	GOLLER : B. Hakan ( Dk. 22 , 89 ( penaltı ) , Fatih ( Dk .	O O I-PER I-PER O O O O O O O O O I-PER O O O
1372	57 ) , Ümit ( Dk .	O O O I-PER O O O
1373	81 ) , K. Hakan ( Dk .	O O O I-PER I-PER O O O
1374	90 )	O O
1375	Duygu ASENA	I-PER I-PER
1376	DTP Genel Başkan Yardımcısı Ayseli Göksoy , Meclis'e gireli beri erkeklere olan inancının sarsıldığını söylüyor , ama edilgen yetişmiş kadınlarla da bir şeylerin düzelemeyeceğine inanıyor	I-ORG O O O I-PER I-PER O I-ORG O O O O O O O O O O O O O O O O O
1377	"Onunla konuşmak eğlenceli , Meclis'teki bazı kişileri "" soyulmuş yafa portakalı , şişe mantarı ve vazo'ya benzeterek beni güldürüyor"	O O O O I-ORG O O O O O O O O O O O O O O
1378	Soru : Üç yıldır Meclis'tesiniz , bu ` erkek Meclis'in bir muhasebesini yapar mısınız	O O O O I-ORG O O O O I-ORG O O O O
1379	Göksoy : En son bir örnek , erken seçim olayı , pek çok milletvekili erken seçimi içinden istemese de o gün kabul oyu kullandı	I-PER O O O O O O O O O O O O O O O O O O O O O O O
1380	Bu da gösteriyor ki meclis uzaktan kumandalı gibi çalışıyor	O O O O O O O O O
1381	Soru : Meclis'teki erkeksi gösteriler arasında kadınlar ne yapıyor	O O I-ORG O O O O O O
1382	O zaman bu hanımlar erkeklerin patırtısı içinde köşelerine siniyorlar	O O O O O O O O O
1383	Soru : Bu durumda kadınlar artarsa bir şey değişmez mi	O O O O O O O O O O
1384	Göksoy : 100 uslu kadını oraya koyun netice değişmez , çünkü onlar yine başta parti büyüklerine , yanlarındaki erkek arkadaşlarına uyarlar	I-PER O O O O O O O O O O O O O O O O O O O O
1385	Orada biraz koparıcı , biraz kendine güvenli , biraz da inandıklarını sonuna kadar savunan kadınlar olmak lazım , bir de ileriye matuf yatırım peşinde olmayan kadınlar	O O O O O O O O O O O O O O O O O O O O O O O O O O
1386	Herkes konuşmuyor , n'olur n'olmaz diyorlar	O O O O O O
1387	Bence milletvekilleri en fazla iki dönem seçilmeli	O O O O O O O
1388	Soru : Siz bir de Yalım Erez'e hitaben , ` Ağzını cart diye yırtarım' demiştiniz	O O O O O I-PER I-PER O O O O O O O O
1389	Göksoy : Ona demedim	I-PER O O O
1390	Meclis'teki oylamadan önce bir gazetede yolsuzluk iddiaları çıkmış , çok sinirlendim , gazete elimde Meclis'e gittim , karşıma Yalım Erez çıktı , dedim ki ` Bunu kim söylediyse onun ağzını cart diye yırtar bu gazeteyi de boğazına kadar sokarım .	I-ORG O O O O O O O O O O O O O I-ORG O O O I-PER I-PER O O O O O O O O O O O O O O O O O O O O
1391	""" ."	O O
1392	Soru : Mehmet Tatar'a da orta yerde döveceğim demiştiniz , hem onları eleştiriyor , hem de onlar gibi davranmış olmuyor muyuz .	O O I-PER I-PER O O O O O O O O O O O O O O O O O O
1393	Göksoy : Bu Tatar ` Ben seni toz ederim' demişti .	I-PER O O I-PER O O O O O O O
1394	Ya sinecektim ya da korkmadığımı belli edecektim .	O O O O O O O O
1395	Ben de ` Sen bir tane vurursan ben üç tane vururum' dedim .	O O O O O O O O O O O O O
1396	""""	O
1397	Çiller'e şapka çıkarıyorum	I-PER O O
1398	Soru : Bugüne kadar adı geçen politikacı kadınlar için kötü örnek diyorlar	O O O O O O O O O O O O
1399	Göksoy : Kadınlar erkeklerden çok daha dürüst , doğasında anne olmak var , hayatın gitmesine en sert kadın bile dayanamaz	I-PER O O O O O O O O O O O O O O O O O O O
1400	Kafaları çok çalışır , önsezileri büyüktür	O O O O O O
1401	""" ."	O O
1402	Soru : Çiller de bir kadın .	O O I-PER O O O O
1403	Göksoy : Bu örneğin dışında bir hanım o , ama onu takdir ediyorum , bu kadar insanın karşısında hala ayakta durabiliyorsa bravo diyorum , şapkamı çıkarıyorum , bu kadar şaibeye rağmen savaş veriyorsa .	I-PER O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
1404	Soru : Onu ancak andropozlu erkekler beğeniyor demiştiniz , ne demekti bu .	O O O O O O O O O O O O O
1405	Göksoy : Yani yaşlı erkekler , hepsi hayran ona , bilemiyorum , güçlü kadın , havalı kadın , gençler çok tenkit ediyor , yaşlılar etmiyor .	I-PER O O O O O O O O O O O O O O O O O O O O O O O O O
1406	Soru : Meclis'te beğendiğiniz bir erkek var mı .	O O I-ORG O O O O O O
1407	Göksoy : 550 kişi içinde çok çok az .	I-PER O O O O O O O O
1408	İsim vermiyeyim kıskançlık olur .	O O O O O
1409	Meclis'e girmeden gözümde çok yüce gördüğüm pek çok beyefendiyi cüce gördüm	I-ORG O O O O O O O O O O
1410	Rektörü alkışlarıyla destekleyen konuklar hep birlikte 10. Yıl Marşı'nı söyledi	O O O O O O O O O O
1411	Pınar AKTAŞ - İSTANBUL	I-PER I-PER O I-LOC
1412	Cumhuriyetin kurucusu Atatürk'ün gençliğimize emanet ettiği Türkiye Cumhuriyeti Devleti'ni hep birlikte sonsuza kadar koruyacağız .	O O I-PER O O O I-LOC I-LOC O O O O O O O
1413	""""	O
1414	Alemdaroğlu'nun bu sözleri salondaki konuklar tarafından coşkuyla karşılandı	I-PER O O O O O O O
1415	Geceye , Yargıtay Cumhuriyet Başsavcısı Vural Savaş , Devlet Bakanı Ahad Andican , İşçi Partisi Genel Başkanı Doğu Perinçek , Cevahir Holding Yönetim Kurulu Başkanı İbrahim Cevahir ve Fatih Belediye Başkanı Sadettin Tantan'ın da bulunduğu iş , sanat ve politika dünyasından çok sayıda isim katıldı	O O I-ORG O O O O O O O I-PER I-PER O I-ORG I-ORG O O I-PER I-PER O I-ORG I-ORG O O O I-PER I-PER O I-LOC O O I-PER I-PER O O O O O O O O O O O O
1416	""" "" Filmlerinden çok iyi ."	O O O O O O
1417	Baksana adam gibi .	O O O O
1418	Eşkiya'da çok garibandı .	O O O O
1419	""""	O
1420	Nazım Alpman	I-PER I-PER
1421	Eşkiya Güneydoğu'da	O I-LOC
1422	"Bu Şark hizmetlerinden "" en keyiflisi "" bize kısmet oldu"	O O O O O O O O O O
1423	Şener Şen'le , Züğürt Ağa ve Eşkiya başta olmak üzere bir çok filmini çevirdiği Güneydoğu'ya gitmek başlı başına bir talihti	I-PER I-PER O O O O O O O O O O O O I-LOC O O O O O
1424	Gezide Şener Şen'in , büyük şöhretini yakasındaki karanfil kadar zarif taşıyan bir yıldız olduğuna tanıklık ettik	O I-PER I-PER O O O O O O O O O O O O O
